"TIME","GEO","SPECIES","PRES","DEST","UNIT","NATVESSR","Value","Flag and Footnotes"
"2003","Finland","Aquatic animals","All presentation forms","Human consumption","Tonnes product weight","Total","23,571",""
"2003","Finland","Aquatic animals","All presentation forms","Human consumption","Euro/Tonne","Total","572",""
"2003","Finland","Freshwater and diadromous fishes","All presentation forms","Human consumption","Euro","Total","6,933,039",""
"2003","Finland","Freshwater and diadromous fishes","All presentation forms","Human consumption","Tonnes product weight","Total","2,944",""
"2003","Finland","Freshwater and diadromous fishes","All presentation forms","Human consumption","Euro/Tonne","Total","2,355",""
"2003","Finland","Finfish","All presentation forms","Human consumption","Euro","Total","13,471,283",""
"2003","Finland","Finfish","All presentation forms","Human consumption","Tonnes product weight","Total","23,571",""
"2003","Finland","Finfish","All presentation forms","Human consumption","Euro/Tonne","Total","572",""
"2003","Finland","Finfish and invertebrates","All presentation forms","Human consumption","Euro","Total","13,471,283",""
"2003","Finland","Finfish and invertebrates","All presentation forms","Human consumption","Tonnes product weight","Total","23,571",""
"2003","Finland","Finfish and invertebrates","All presentation forms","Human consumption","Euro/Tonne","Total","572",""
"2003","Finland","Freshwater fishes","All presentation forms","Human consumption","Euro","Total","3,562,817",""
"2003","Finland","Freshwater fishes","All presentation forms","Human consumption","Tonnes product weight","Total","1,943",""
"2003","Finland","Freshwater fishes","All presentation forms","Human consumption","Euro/Tonne","Total","1,834",""
"2003","Finland","Carps, barbels and other cyprinids","All presentation forms","Human consumption","Euro","Total",":",""
"2003","Finland","Carps, barbels and other cyprinids","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2003","Finland","Carps, barbels and other cyprinids","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2003","Finland","Miscellaneous freshwater fishes","All presentation forms","Human consumption","Euro","Total","3,562,817",""
"2003","Finland","Miscellaneous freshwater fishes","All presentation forms","Human consumption","Tonnes product weight","Total","1,943",""
"2003","Finland","Miscellaneous freshwater fishes","All presentation forms","Human consumption","Euro/Tonne","Total","1,834",""
"2003","Finland","Diadromous fishes","All presentation forms","Human consumption","Euro","Total","3,370,223",""
"2003","Finland","Diadromous fishes","All presentation forms","Human consumption","Tonnes product weight","Total","1,002",""
"2003","Finland","Diadromous fishes","All presentation forms","Human consumption","Euro/Tonne","Total","3,365",""
"2003","Finland","River eels","All presentation forms","Human consumption","Euro","Total",":",""
"2003","Finland","River eels","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2003","Finland","River eels","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2003","Finland","Salmons, trouts, smelts","All presentation forms","Human consumption","Euro","Total","3,370,223",""
"2003","Finland","Salmons, trouts, smelts","All presentation forms","Human consumption","Tonnes product weight","Total","1,002",""
"2003","Finland","Salmons, trouts, smelts","All presentation forms","Human consumption","Euro/Tonne","Total","3,365",""
"2003","Finland","Marine fishes","All presentation forms","Human consumption","Euro","Total","6,538,243",""
"2003","Finland","Marine fishes","All presentation forms","Human consumption","Tonnes product weight","Total","20,627",""
"2003","Finland","Marine fishes","All presentation forms","Human consumption","Euro/Tonne","Total","317",""
"2003","Finland","Flounders, halibuts, soles","All presentation forms","Human consumption","Euro","Total",":",""
"2003","Finland","Flounders, halibuts, soles","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2003","Finland","Flounders, halibuts, soles","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2003","Finland","Cods, hakes, haddocks","All presentation forms","Human consumption","Euro","Total",":",""
"2003","Finland","Cods, hakes, haddocks","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2003","Finland","Cods, hakes, haddocks","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2003","Finland","Herrings, sardines, anchovies","All presentation forms","Human consumption","Euro","Total","5,125,116",""
"2003","Finland","Herrings, sardines, anchovies","All presentation forms","Human consumption","Tonnes product weight","Total","18,901",""
"2003","Finland","Herrings, sardines, anchovies","All presentation forms","Human consumption","Euro/Tonne","Total","271",""
"2003","Finland","Marine fishes not identified","All presentation forms","Human consumption","Euro","Total","1,413,128",""
"2003","Finland","Marine fishes not identified","All presentation forms","Human consumption","Tonnes product weight","Total","1,727",""
"2003","Finland","Marine fishes not identified","All presentation forms","Human consumption","Euro/Tonne","Total","818",""
"2003","Finland","Northern cods nei - Gadus spp","All presentation forms","Human consumption","Euro","Total",":",""
"2003","Finland","Northern cods nei - Gadus spp","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2003","Finland","Northern cods nei - Gadus spp","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2003","Finland","Atlantic cod - Gadus morhua","All presentation forms","Human consumption","Euro","Total",":",""
"2003","Finland","Atlantic cod - Gadus morhua","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2003","Finland","Atlantic cod - Gadus morhua","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2003","Finland","European eel - Anguilla anguilla","All presentation forms","Human consumption","Euro","Total",":",""
"2003","Finland","European eel - Anguilla anguilla","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2003","Finland","European eel - Anguilla anguilla","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2003","Finland","Freshwater bream - Abramis brama","All presentation forms","Human consumption","Euro","Total",":",""
"2003","Finland","Freshwater bream - Abramis brama","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2003","Finland","Freshwater bream - Abramis brama","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2003","Finland","Burbot - Lota lota","All presentation forms","Human consumption","Euro","Total",":",""
"2003","Finland","Burbot - Lota lota","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2003","Finland","Burbot - Lota lota","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2003","Finland","Orfe (=Ide) - Leuciscus idus","All presentation forms","Human consumption","Euro","Total",":",""
"2003","Finland","Orfe (=Ide) - Leuciscus idus","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2003","Finland","Orfe (=Ide) - Leuciscus idus","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2003","Finland","Finfishes nei - Osteichthyes","All presentation forms","Human consumption","Euro","Total","1,413,128",""
"2003","Finland","Finfishes nei - Osteichthyes","All presentation forms","Human consumption","Tonnes product weight","Total","1,727",""
"2003","Finland","Finfishes nei - Osteichthyes","All presentation forms","Human consumption","Euro/Tonne","Total","818",""
"2003","Finland","European flounder - Platichthys flesus","All presentation forms","Human consumption","Euro","Total",":",""
"2003","Finland","European flounder - Platichthys flesus","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2003","Finland","European flounder - Platichthys flesus","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2003","Finland","European perch - Perca fluviatilis","All presentation forms","Human consumption","Euro","Total","1,032,394",""
"2003","Finland","European perch - Perca fluviatilis","All presentation forms","Human consumption","Tonnes product weight","Total","1,095",""
"2003","Finland","European perch - Perca fluviatilis","All presentation forms","Human consumption","Euro/Tonne","Total","943",""
"2003","Finland","Northern pike - Esox lucius","All presentation forms","Human consumption","Euro","Total",":",""
"2003","Finland","Northern pike - Esox lucius","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2003","Finland","Northern pike - Esox lucius","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2003","Finland","Pike-perch - Stizostedion lucioperca","All presentation forms","Human consumption","Euro","Total","2,530,423",""
"2003","Finland","Pike-perch - Stizostedion lucioperca","All presentation forms","Human consumption","Tonnes product weight","Total","848",""
"2003","Finland","Pike-perch - Stizostedion lucioperca","All presentation forms","Human consumption","Euro/Tonne","Total","2,986",""
"2003","Finland","Roach - Rutilus rutilus","All presentation forms","Human consumption","Euro","Total",":",""
"2003","Finland","Roach - Rutilus rutilus","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2003","Finland","Roach - Rutilus rutilus","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2003","Finland","Vendace - Coregonus albula","All presentation forms","Human consumption","Euro","Total",":",""
"2003","Finland","Vendace - Coregonus albula","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2003","Finland","Vendace - Coregonus albula","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2003","Finland","Atlantic herring - Clupea harengus","All presentation forms","Human consumption","Euro","Total","4,628,549",""
